"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
211,201,"SEN","Senegal",7,"Kolda",22,"Médina Yoro Foula",56,"Niaming",211,"Niaming",NA,"Commune","Commune"
212,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",57,"Bonconto",212,"Bonconto",NA,"Commune","Commune"
213,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",57,"Bonconto",213,"Linkering",NA,"Commune","Commune"
214,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",57,"Bonconto",214,"Medina Gounass",NA,"Commune","Commune"
215,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",57,"Bonconto",215,"Sinthiang Koundara",NA,"Commune","Commune"
216,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",58,"Pakour",216,"Ouassadou",NA,"Commune","Commune"
217,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",58,"Pakour",217,"Pakour",NA,"Commune","Commune"
218,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",58,"Pakour",218,"Paroumba",NA,"Commune","Commune"
219,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",59,"Sare Coly Sale",219,"Kandia",NA,"Commune","Commune"
220,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",59,"Sare Coly Sale",220,"Kandiaye",NA,"Commune","Commune"
221,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",59,"Sare Coly Sale",221,"Nemataba",NA,"Commune","Commune"
222,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",59,"Sare Coly Sale",222,"Sare Coly Sale",NA,"Commune","Commune"
223,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",223,"Darou Marnane",NA,"Commune","Commune"
224,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",224,"Darou Mousty",NA,"Commune","Commune"
225,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",225,"Mbacke Kadior",NA,"Commune","Commune"
226,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",226,"Mbadiane",NA,"Commune","Commune"
227,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",227,"Ndoyene",NA,"Commune","Commune"
228,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",228,"Sam Yabal",NA,"Commune","Commune"
229,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",229,"Touba Merina",NA,"Commune","Commune"
230,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",230,"Badegne Ouolof",NA,"Commune","Commune"
231,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",231,"Diokoul Diawrigne",NA,"Commune","Commune"
232,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",232,"Kab Gaye",NA,"Commune","Commune"
233,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",233,"Kanene Ndiob",NA,"Commune","Commune"
234,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",234,"Loro",NA,"Commune","Commune"
235,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",235,"Ndande",NA,"Commune","Commune"
236,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",236,"Ngourane Ouolof",NA,"Commune","Commune"
237,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",237,"Sagatta Gueth",NA,"Commune","Commune"
238,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",238,"Thieppe",NA,"Commune","Commune"
239,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",239,"Thiolom Fall",NA,"Commune","Commune"
240,201,"SEN","Senegal",8,"Louga",25,"Linguère",62,"Barkedji",240,"Barkedji",NA,"Commune","Commune"
241,201,"SEN","Senegal",8,"Louga",25,"Linguère",62,"Barkedji",241,"Gassane",NA,"Commune","Commune"
242,201,"SEN","Senegal",8,"Louga",25,"Linguère",62,"Barkedji",242,"Thiargny",NA,"Commune","Commune"
243,201,"SEN","Senegal",8,"Louga",25,"Linguère",62,"Barkedji",243,"Thiel",NA,"Commune","Commune"
244,201,"SEN","Senegal",8,"Louga",25,"Linguère",63,"Dodji",244,"Dodji",NA,"Commune","Commune"
245,201,"SEN","Senegal",8,"Louga",25,"Linguère",63,"Dodji",245,"Labgar",NA,"Commune","Commune"
246,201,"SEN","Senegal",8,"Louga",25,"Linguère",63,"Dodji",246,"Ouarkhokh",NA,"Commune","Commune"
247,201,"SEN","Senegal",8,"Louga",25,"Linguère",64,"Sagatta Djolof",247,"Affe Djolof",NA,"Commune","Commune"
248,201,"SEN","Senegal",8,"Louga",25,"Linguère",64,"Sagatta Djolof",248,"Boulal",NA,"Commune","Commune"
249,201,"SEN","Senegal",8,"Louga",25,"Linguère",64,"Sagatta Djolof",249,"Deali",NA,"Commune","Commune"
250,201,"SEN","Senegal",8,"Louga",25,"Linguère",64,"Sagatta Djolof",250,"Sagatta Djolof",NA,"Commune","Commune"
251,201,"SEN","Senegal",8,"Louga",25,"Linguère",64,"Sagatta Djolof",251,"Thiamene Djolof",NA,"Commune","Commune"
252,201,"SEN","Senegal",8,"Louga",25,"Linguère",65,"Yang Yang",252,"Kamb",NA,"Commune","Commune"
253,201,"SEN","Senegal",8,"Louga",25,"Linguère",65,"Yang Yang",253,"Mboula",NA,"Commune","Commune"
254,201,"SEN","Senegal",8,"Louga",25,"Linguère",65,"Yang Yang",254,"Tessekre Forage",NA,"Commune","Commune"
255,201,"SEN","Senegal",8,"Louga",25,"Linguère",65,"Yang Yang",255,"Yang Yang",NA,"Commune","Commune"
256,201,"SEN","Senegal",8,"Louga",26,"Louga",66,"Coki",256,"Coki",NA,"Commune","Commune"
257,201,"SEN","Senegal",8,"Louga",26,"Louga",66,"Coki",257,"Guet Ardo",NA,"Commune","Commune"
258,201,"SEN","Senegal",8,"Louga",26,"Louga",66,"Coki",258,"Pete Ouarack",NA,"Commune","Commune"
259,201,"SEN","Senegal",8,"Louga",26,"Louga",66,"Coki",259,"Thiamene Cayor",NA,"Commune","Commune"
260,201,"SEN","Senegal",8,"Louga",26,"Louga",67,"Mbediene",260,"Kelle Gueye",NA,"Commune","Commune"
261,201,"SEN","Senegal",8,"Louga",26,"Louga",67,"Mbediene",261,"Mbediene",NA,"Commune","Commune"
262,201,"SEN","Senegal",8,"Louga",26,"Louga",67,"Mbediene",262,"Nguidile",NA,"Commune","Commune"
263,201,"SEN","Senegal",8,"Louga",26,"Louga",67,"Mbediene",263,"Niomre",NA,"Commune","Commune"
264,201,"SEN","Senegal",8,"Louga",26,"Louga",68,"Meur Momar Sarr",264,"Gande",NA,"Commune","Commune"
265,201,"SEN","Senegal",8,"Louga",26,"Louga",68,"Meur Momar Sarr",265,"Keur Momar Sarr",NA,"Commune","Commune"
266,201,"SEN","Senegal",8,"Louga",26,"Louga",68,"Meur Momar Sarr",266,"Nguer Malal",NA,"Commune","Commune"
267,201,"SEN","Senegal",8,"Louga",26,"Louga",68,"Meur Momar Sarr",267,"Syer",NA,"Commune","Commune"
268,201,"SEN","Senegal",8,"Louga",26,"Louga",69,"Sakal",268,"Leona",NA,"Commune","Commune"
269,201,"SEN","Senegal",8,"Louga",26,"Louga",69,"Sakal",269,"Ngueune Sarr",NA,"Commune","Commune"
270,201,"SEN","Senegal",8,"Louga",26,"Louga",69,"Sakal",270,"Sakal",NA,"Commune","Commune"
271,201,"SEN","Senegal",9,"Matam",27,"Kanel",70,"Orkadiere",271,"Aoure",NA,"Commune","Commune"
272,201,"SEN","Senegal",9,"Matam",27,"Kanel",70,"Orkadiere",272,"Bokiladji",NA,"Commune","Commune"
273,201,"SEN","Senegal",9,"Matam",27,"Kanel",70,"Orkadiere",273,"Orkadiere",NA,"Commune","Commune"
274,201,"SEN","Senegal",9,"Matam",27,"Kanel",71,"Ouro Sidy",274,"Ndendory",NA,"Commune","Commune"
275,201,"SEN","Senegal",9,"Matam",27,"Kanel",71,"Ouro Sidy",275,"Ouro Sidy",NA,"Commune","Commune"
276,201,"SEN","Senegal",9,"Matam",28,"Matam",72,"Agnam Civol",276,"Agnam Civol",NA,"Commune","Commune"
277,201,"SEN","Senegal",9,"Matam",28,"Matam",72,"Agnam Civol",277,"Dabia Obedji",NA,"Commune","Commune"
278,201,"SEN","Senegal",9,"Matam",28,"Matam",72,"Agnam Civol",278,"Orefonde",NA,"Commune","Commune"
279,201,"SEN","Senegal",9,"Matam",28,"Matam",73,"Ogo",279,"Bokidiawe",NA,"Commune","Commune"
280,201,"SEN","Senegal",9,"Matam",28,"Matam",73,"Ogo",280,"Nabadji Civol",NA,"Commune","Commune"
281,201,"SEN","Senegal",9,"Matam",28,"Matam",73,"Ogo",281,"Ogo",NA,"Commune","Commune"
282,201,"SEN","Senegal",9,"Matam",29,"Ranérou Ferlo",74,"Velingara",282,"Houdalaye",NA,"Commune","Commune"
283,201,"SEN","Senegal",9,"Matam",29,"Ranérou Ferlo",74,"Velingara",283,"Louguere Thioly",NA,"Commune","Commune"
284,201,"SEN","Senegal",9,"Matam",29,"Ranérou Ferlo",74,"Velingara",284,"Velingara",NA,"Commune","Commune"
285,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",75,"Boghal",285,"Boghal",NA,"Commune","Commune"
286,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",75,"Boghal",286,"Djinani",NA,"Commune","Commune"
287,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",75,"Boghal",287,"Ndiamalathiel",NA,"Commune","Commune"
288,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",75,"Boghal",288,"Tankon",NA,"Commune","Commune"
289,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",76,"Bona",289,"Bona",NA,"Commune","Commune"
290,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",76,"Bona",290,"Diacounda",NA,"Commune","Commune"
291,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",76,"Bona",291,"Inor",NA,"Commune","Commune"
292,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",76,"Bona",292,"Kandion Mangana",NA,"Commune","Commune"
293,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",77,"Diaroume",293,"Diambaty",NA,"Commune","Commune"
294,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",77,"Diaroume",294,"Diaroume",NA,"Commune","Commune"
295,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",77,"Diaroume",295,"Faoune",NA,"Commune","Commune"
296,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",78,"Djibanar",296,"Djibanar",NA,"Commune","Commune"
297,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",78,"Djibanar",297,"Kaour",NA,"Commune","Commune"
298,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",78,"Djibanar",298,"Mangaroungou Santo",NA,"Commune","Commune"
299,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",78,"Djibanar",299,"Simbandi Balante",NA,"Commune","Commune"
300,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",78,"Djibanar",300,"Yarang Balante",NA,"Commune","Commune"
301,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",79,"Karantaba",301,"Karantaba",NA,"Commune","Commune"
302,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",79,"Karantaba",302,"Kolibantang",NA,"Commune","Commune"
303,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",80,"Simbandi Brassou",303,"Baghere",NA,"Commune","Commune"
304,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",80,"Simbandi Brassou",304,"Diouboudou",NA,"Commune","Commune"
305,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",80,"Simbandi Brassou",305,"Niagha",NA,"Commune","Commune"
306,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",80,"Simbandi Brassou",306,"Simbandi Brassou",NA,"Commune","Commune"
307,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",81,"Diende",307,"Diannah Ba",NA,"Commune","Commune"
308,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",81,"Diende",308,"Diende",NA,"Commune","Commune"
309,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",81,"Diende",309,"Koussy",NA,"Commune","Commune"
310,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",81,"Diende",310,"Oudoucar",NA,"Commune","Commune"
311,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",81,"Diende",311,"Sakar",NA,"Commune","Commune"
312,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",81,"Diende",312,"Same Kanta Peulh",NA,"Commune","Commune"
313,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",82,"Djibabouya",313,"Bemet Bidjini",NA,"Commune","Commune"
314,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",82,"Djibabouya",314,"Djibabouya",NA,"Commune","Commune"
315,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",82,"Djibabouya",315,"Sansamba",NA,"Commune","Commune"
316,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",83,"Djiredji",316,"Bambali",NA,"Commune","Commune"
317,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",83,"Djiredji",317,"Djiredji",NA,"Commune","Commune"
318,201,"SEN","Senegal",11,"Saint-Louis",33,"Dagana",84,"Mbane",318,"Bokhol",NA,"Commune","Commune"
319,201,"SEN","Senegal",11,"Saint-Louis",33,"Dagana",84,"Mbane",319,"Mbane",NA,"Commune","Commune"
320,201,"SEN","Senegal",11,"Saint-Louis",33,"Dagana",85,"Ndiaye Mberess",320,"Diama",NA,"Commune","Commune"
321,201,"SEN","Senegal",11,"Saint-Louis",33,"Dagana",85,"Ndiaye Mberess",321,"Ngnith",NA,"Commune","Commune"
322,201,"SEN","Senegal",11,"Saint-Louis",33,"Dagana",85,"Ndiaye Mberess",322,"Ronkh",NA,"Commune","Commune"
323,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",86,"Cas Cas",323,"Dounga Lao",NA,"Commune","Commune"
324,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",86,"Cas Cas",324,"Medina Ndiathbe",NA,"Commune","Commune"
325,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",86,"Cas Cas",325,"Mery",NA,"Commune","Commune"
326,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",87,"Gamadji Sarre",326,"Dodel",NA,"Commune","Commune"
327,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",87,"Gamadji Sarre",327,"Gamadji Sarre",NA,"Commune","Commune"
328,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",87,"Gamadji Sarre",328,"Guede Village",NA,"Commune","Commune"
329,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",88,"Salde",329,"Boke Dialloube",NA,"Commune","Commune"
330,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",88,"Salde",330,"Mbolo Birane",NA,"Commune","Commune"
331,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",89,"Thile Boubacar",331,"Fanaye",NA,"Commune","Commune"
332,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",89,"Thile Boubacar",332,"Ndiayene Pendao",NA,"Commune","Commune"
333,201,"SEN","Senegal",11,"Saint-Louis",35,"Saint-Louis",90,"Rao",333,"Fass Ngom",NA,"Commune","Commune"
334,201,"SEN","Senegal",11,"Saint-Louis",35,"Saint-Louis",90,"Rao",334,"Gandon",NA,"Commune","Commune"
335,201,"SEN","Senegal",11,"Saint-Louis",35,"Saint-Louis",90,"Rao",335,"Ndiebene Gandiole",NA,"Commune","Commune"
336,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",91,"Bele",336,"Bele",NA,"Commune","Commune"
337,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",91,"Bele",337,"Sinthiou Fissa",NA,"Commune","Commune"
338,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",92,"Kenieba",338,"Gathiary",NA,"Commune","Commune"
339,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",92,"Kenieba",339,"Madina Foulbe",NA,"Commune","Commune"
340,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",92,"Kenieba",340,"Sadatou",NA,"Commune","Commune"
341,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",92,"Kenieba",341,"Toumboura",NA,"Commune","Commune"
342,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",93,"Moudery",342,"Ballou",NA,"Commune","Commune"
343,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",93,"Moudery",343,"Gabou",NA,"Commune","Commune"
344,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",93,"Moudery",344,"Moudery",NA,"Commune","Commune"
345,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",94,"Bala",345,"Bala",NA,"Commune","Commune"
346,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",94,"Bala",346,"Goumbayel",NA,"Commune","Commune"
347,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",94,"Bala",347,"Koar",NA,"Commune","Commune"
348,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",95,"Boynguel Bamba",348,"Boynguel Bamba",NA,"Commune","Commune"
349,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",95,"Boynguel Bamba",349,"Dougue",NA,"Commune","Commune"
350,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",95,"Boynguel Bamba",350,"Koussan",NA,"Commune","Commune"
351,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",95,"Boynguel Bamba",351,"Sinthiou Mamadou Boubou",NA,"Commune","Commune"
352,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",96,"Dianke Makha",352,"Bani Israel",NA,"Commune","Commune"
353,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",96,"Dianke Makha",353,"Boutoucoufara",NA,"Commune","Commune"
354,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",96,"Dianke Makha",354,"Dianke Makha",NA,"Commune","Commune"
355,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",96,"Dianke Makha",355,"Komoti",NA,"Commune","Commune"
356,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",97,"Koulor",356,"Koulor",NA,"Commune","Commune"
357,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",97,"Koulor",357,"Sinthiou Bocar Ali",NA,"Commune","Commune"
358,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",98,"Bamba Ndiayene",358,"Bamba Ndiayene",NA,"Commune","Commune"
359,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",98,"Bamba Ndiayene",359,"Kahene",NA,"Commune","Commune"
360,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",98,"Bamba Ndiayene",360,"Mereto",NA,"Commune","Commune"
361,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",98,"Bamba Ndiayene",361,"Ndame",NA,"Commune","Commune"
362,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",99,"Kouthiaba Ouolof",362,"Kouthia Gaydi",NA,"Commune","Commune"
363,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",99,"Kouthiaba Ouolof",363,"Kouthiaba Ouolof",NA,"Commune","Commune"
364,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",99,"Kouthiaba Ouolof",364,"Pass Koto",NA,"Commune","Commune"
365,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",99,"Kouthiaba Ouolof",365,"Payar",NA,"Commune","Commune"
366,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",100,"Koussanar",366,"Koussanar",NA,"Commune","Commune"
367,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",100,"Koussanar",367,"Sinthiou Maleme",NA,"Commune","Commune"
368,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",101,"Makacoulibantang",368,"Makacoulibantang",NA,"Commune","Commune"
369,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",101,"Makacoulibantang",369,"Ndoga Babacar",NA,"Commune","Commune"
370,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",101,"Makacoulibantang",370,"Niani Toucouleur",NA,"Commune","Commune"
371,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",102,"Missirah",371,"Dialacoto",NA,"Commune","Commune"
372,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",102,"Missirah",372,"Missirah",NA,"Commune","Commune"
373,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",102,"Missirah",373,"Netteboulou",NA,"Commune","Commune"
374,201,"SEN","Senegal",13,"Thiès",40,"Mbour",103,"Fissel",374,"Fissel",NA,"Commune","Commune"
375,201,"SEN","Senegal",13,"Thiès",40,"Mbour",103,"Fissel",375,"Ndiaganiao",NA,"Commune","Commune"
376,201,"SEN","Senegal",13,"Thiès",40,"Mbour",104,"Sessene",376,"Ngueniene",NA,"Commune","Commune"
377,201,"SEN","Senegal",13,"Thiès",40,"Mbour",104,"Sessene",377,"Sandiara",NA,"Commune","Commune"
378,201,"SEN","Senegal",13,"Thiès",40,"Mbour",104,"Sessene",378,"Sessene",NA,"Commune","Commune"
379,201,"SEN","Senegal",13,"Thiès",40,"Mbour",105,"Sindia",379,"Diass",NA,"Commune","Commune"
380,201,"SEN","Senegal",13,"Thiès",40,"Mbour",105,"Sindia",380,"Malicounda",NA,"Commune","Commune"
381,201,"SEN","Senegal",13,"Thiès",40,"Mbour",105,"Sindia",381,"Sindia",NA,"Commune","Commune"
382,201,"SEN","Senegal",13,"Thiès",41,"Thiès",106,"Keur Moussa",382,"Diender Guedji",NA,"Commune","Commune"
383,201,"SEN","Senegal",13,"Thiès",41,"Thiès",106,"Keur Moussa",383,"Fandene",NA,"Commune","Commune"
384,201,"SEN","Senegal",13,"Thiès",41,"Thiès",106,"Keur Moussa",384,"Keur Moussa",NA,"Commune","Commune"
385,201,"SEN","Senegal",13,"Thiès",41,"Thiès",107,"Notto",385,"Notto",NA,"Commune","Commune"
386,201,"SEN","Senegal",13,"Thiès",41,"Thiès",107,"Notto",386,"Tassette",NA,"Commune","Commune"
387,201,"SEN","Senegal",13,"Thiès",41,"Thiès",108,"Thienaba",387,"Ndieyene Sirakh",NA,"Commune","Commune"
388,201,"SEN","Senegal",13,"Thiès",41,"Thiès",108,"Thienaba",388,"Ngoudiane",NA,"Commune","Commune"
389,201,"SEN","Senegal",13,"Thiès",41,"Thiès",108,"Thienaba",389,"Thienaba",NA,"Commune","Commune"
390,201,"SEN","Senegal",13,"Thiès",41,"Thiès",108,"Thienaba",390,"Touba Toul",NA,"Commune","Commune"
391,201,"SEN","Senegal",13,"Thiès",41,"Thiès",109,"Thies Nord",391,"Thies Nord",NA,"Commune","Commune"
392,201,"SEN","Senegal",13,"Thiès",41,"Thiès",110,"Thies Sud",392,"Thies Est",NA,"Commune","Commune"
393,201,"SEN","Senegal",13,"Thiès",41,"Thiès",110,"Thies Sud",393,"Thies Ouest",NA,"Commune","Commune"
394,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",111,"Meouane",394,"Meouane",NA,"Commune","Commune"
395,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",111,"Meouane",395,"Taiba Ndiaye",NA,"Commune","Commune"
396,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",112,"Mequane",396,"Darhou Khoudoss",NA,"Commune","Commune"
397,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",113,"Merina Dakhar",397,"Koul",NA,"Commune","Commune"
398,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",113,"Merina Dakhar",398,"Merina Dakhar",NA,"Commune","Commune"
399,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",113,"Merina Dakhar",399,"Pekesse",NA,"Commune","Commune"
400,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",114,"Niakhene",400,"Mbayene",NA,"Commune","Commune"
401,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",114,"Niakhene",401,"Ngandiouf",NA,"Commune","Commune"
402,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",114,"Niakhene",402,"Niakhene",NA,"Commune","Commune"
403,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",114,"Niakhene",403,"Thilmakha",NA,"Commune","Commune"
404,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",115,"Pambal",404,"Cherif Lo",NA,"Commune","Commune"
405,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",115,"Pambal",405,"Mont Roland",NA,"Commune","Commune"
406,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",115,"Pambal",406,"Notto Gouye Diama",NA,"Commune","Commune"
407,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",115,"Pambal",407,"Pambal",NA,"Commune","Commune"
408,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",115,"Pambal",408,"Pire Goureye",NA,"Commune","Commune"
409,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",116,"Kataba I",409,"Djinaky",NA,"Commune","Commune"
410,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",116,"Kataba I",410,"Kafountine",NA,"Commune","Commune"
411,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",116,"Kataba I",411,"Kataba I",NA,"Commune","Commune"
412,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",117,"Sindian",412,"Djibidione",NA,"Commune","Commune"
413,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",117,"Sindian",413,"Oulampane",NA,"Commune","Commune"
414,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",117,"Sindian",414,"Sindian",NA,"Commune","Commune"
415,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",117,"Sindian",415,"Suelle",NA,"Commune","Commune"
416,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",118,"Tendouck",416,"Balingore",NA,"Commune","Commune"
417,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",118,"Tendouck",417,"Diegoune",NA,"Commune","Commune"
418,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",118,"Tendouck",418,"Karthiack",NA,"Commune","Commune"
419,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",118,"Tendouck",419,"Mangagoulack",NA,"Commune","Commune"
420,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",118,"Tendouck",420,"Mlomp",NA,"Commune","Commune"
421,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",119,"Tenghory",421,"Coubalan",NA,"Commune","Commune"
422,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",119,"Tenghory",422,"Niamone",NA,"Commune","Commune"
423,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",119,"Tenghory",423,"Ouonck",NA,"Commune","Commune"
424,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",119,"Tenghory",424,"Tenghory",NA,"Commune","Commune"
425,201,"SEN","Senegal",14,"Ziguinchor",44,"Oussouye",120,"Cabrousse",425,"Diembering",NA,"Commune","Commune"
